content,score,thumbsUpCount,reviewCreatedVersion,appVersion,at,cleaned_content
ok,5,0,,Unknown,2019-06-27 14:12:59,ok
Oke,4,0,2.2.6,2.2.6,2019-06-27 12:45:27,oke
Zeen,5,0,2.2.6,2.2.6,2019-06-27 12:04:40,zeen
knpa g bisa buka pemesan,1,0,2.3.6,2.3.6,2019-06-26 09:38:59,knpa buka mes
"CS tidak tanggap & pertanyaan saya via email tidak ditanggapi, tolong disempurnakan aplikasi & pelayanan CS onlinenya",2,2,2.3.6,2.3.6,2019-06-24 22:13:02,cs tidak tanggap via email tidak tanggap tolong sempurna aplikasi layan cs onlinenya
"huuh apk nya gak berfungsi,giliran mau ngetik kota keberangkatan gak bisa diketik,jd gak bs dipake nih apk.Mendingan booking onlinenya langsung dari google chrome aj.Jd ragu niih.",1,2,2.3.6,2.3.6,2019-06-23 17:38:37,huuh aplikasi tidak berfungsigiliran ngetik kota berangkat tidak diketikjd tidak dipake nih apkmendingan booking onlinenya google chrome ajjd ragu niih
sip joss,5,0,,Unknown,2019-06-21 21:57:11,sip joss
"bintang 3 dulu...karena blm pernah nyoba,nanti kalo sy puas dgn apk nya sy tambah menjadi 5 bintang.",3,0,,Unknown,2019-06-20 19:34:40,bintang dulukarena blm nyobananti sy puas aplikasi sy bintang
"Mau daftar malah aplikasinya gak jelas, error gak karuan. mau login tidak bisa karena tidak tahu nomor ID nya. dari aplikasinya tidak pernah kasih nomor ID Pelanggan, bagaimana pelanggan mau install dan mempergunakan aplikasi ini?",1,3,2.3.6,2.3.6,2019-06-18 21:00:00,daftar aplikasi tidak error tidak karuan login tidak tidak nomor id aplikasi tidak kasih nomor id langgan langgan install aplikasi
sangt bagus,4,0,,Unknown,2019-06-18 20:55:54,sangt bagus
"aplikasi tidak jelas, sdh registrasi gak direzpons,cepek deh, kalo ada tanpa bintang saya akan pilih",1,1,,Unknown,2019-06-17 21:18:25,aplikasi tidak sdh registrasi tidak direzponscepek deh bintang pilih
"untuk harga musim mudik tidak konsisten, kalau pesan jauh-jauh hari harganya lumayan, ketika sudah mendekati Hari H dari tgl pemberangkatan harganya bisa turun. saya pesan tiket tgl 15 juni untuk pemberangkatan tgl 18 harga 205k, ketika tanggal 16 saya cek lagi harga sudah turun menjadi 160k. jadi perbedaannya harganya lumayan ;v",3,4,2.3.6,2.3.6,2019-06-17 12:07:33,harga musim mudik tidak konsisten pesan jauhjauh harga lumayan dekat tgl berangkat harga turun pesan tiket tgl juni berangkat tgl harga tanggal cek harga turun beda harga lumayan
aku suka naik rosalia Kksjsnddn,5,0,2.3.6,2.3.6,2019-06-16 11:44:27,suka rosalia kksjsnddn
tidak bisa create akun. sudah masukan 2 email berbeda.... ktka registrasi sukses namun tidak ada id member yg muncul.. perlu diperbaiki,1,4,2.3.6,2.3.6,2019-06-14 23:18:14,tidak create akun masuk email beda ktka registrasi sukses tidak id member muncul baik
Apl sampah modus doang. sudah di dwl tidak bisa dipakai. Saya delete aja.,1,0,,Unknown,2019-06-14 15:47:23,apl sampah modus doang dwl tidak pakai delete aja
"gabisa load pemesanan, bad max",1,0,2.3.6,2.3.6,2019-06-14 00:42:20,gabisa load mesan bad max
tidak bisa creat new account setelah di download,1,0,2.3.6,2.3.6,2019-06-13 06:47:41,tidak creat new account download
gabisa log in jangan pernah download,1,0,,Unknown,2019-06-12 16:10:10,gabisa log in jangan download
"akhir"" ini susah buat cek tiket online",3,0,2.3.6,2.3.6,2019-06-11 15:51:52,susah cek tiket online
aplikasinya masih harus banyak perbaikan dan harus di perbaharui lagi seperti aplikasi pesan tiket lainnya,2,1,2.3.6,2.3.6,2019-06-10 09:40:11,aplikasi baik baharu aplikasi pesan tiket
bagi pengalaman aja nih yaa buat semuanya. kalo mau pesen di apk Ros-In pas mau kemana gitu milih agennya dicobain semua. jangan cuma dicoba di 1 agen aja. soalnya kadang apk nya eror. contoh aku mau ke solo. disana kan ada banyak agen. pas di agen gilingan gak ada jangan langsung nyerah tapi cari lagi yg di palur gitu. trus kalo buat bayar mending di indomaret aja. soalnya nanti kalo seumpama itu bermasalah kan kita masih punya bukti nota dari indonaret. gitu sih. share pengalaman aja 🙏,5,119,2.3.6,2.3.6,2019-06-10 00:04:33,alam nih yaa sen aplikasi rosin mana gitu milih agen dicobain jangan coba agen aja kadang aplikasi eror contoh solo sana agen agen giling tidak jangan nyerah cari palur gitu trus bayar mending indomaret aja umpama masalah bukti nota indonaret gitu sih share alam
"sy kapok beli tiket by online,, tujuan sy beli tiket secara online kan krn tdk punya byk waktu apalagi harus ngantri,, pas hari H keberangkatan sy pergi ke terminal purwokerto dgn maksud menanyakan bagaimana proses selanjut nya apakah harus tukar dulu & ingin mengetahui juga jam keberangkatannya, di terminal ada 3 orang pegawai,, sy disuruh nunggu sampe gak ada orang yg beli tiket manual,, pokok nya intinya pelayanan nya parah bgt,, pas sy tanya2 ttg keberangkatan mereka jawab ""lihat aja sendiri""",1,2,,Unknown,2019-06-09 13:05:12,sy kapok beli tiket by online tuju sy beli tiket online tidak byk waktu ngantri berangkat sy pergi terminal purwokerto proses lanjut tukar jam berangkat terminal pegawai sy suruh nunggu sampe tidak beli tiket manual pokok inti layan parah bgt sy ttg berangkat
halo .. saya tidak di kirim id member sama password untuk login.. bisa bantu.. terimakasih,5,3,2.3.6,2.3.6,2019-06-08 08:53:08,tidak kirim id member password login bantu terimakasih
"tidak bisa membatalkan pesanan dari terminal keberangkatan. harus dari pusat di palur. bagaimana bisa harus kesana sedangkan terminal keberangkatan tidak dari sana? cabang"" tidak bisa melayani melalui aplikasi.",1,4,2.3.6,2.3.6,2019-06-08 01:19:42,tidak batal pesan terminal berangkat pusat palur kesana terminal berangkat tidak cabang tidak layan aplikasi
mantab,5,0,,Unknown,2019-06-07 19:54:07,mantab
"saya mau ngasih saran, tolong lah buat penumpang nya bisa milih no kursi yg di inginkan...jgn random mohon sekali buat po. RI agar penumpang bsa memilih no kursi yg di inginkan.",3,1,,Unknown,2019-06-07 18:01:29,ngasih saran tolong tumpang milih no kursi inginkanjgn random po ri tumpang bsa pilih no kursi
coba instal,5,0,,Unknown,2019-06-07 07:43:39,coba instal
kunM,5,0,,Unknown,2019-06-06 06:00:07,kunm
bagux,5,0,,Unknown,2019-06-05 20:03:47,bagux
mantap.makananya lumayan cuma kuah sayurnya dingin.harusnya hangat... trims,5,0,,Unknown,2019-06-03 17:20:04,mantapmakananya lumayan kuah sayur dinginharusnya hangat trims
Tambah gampang beli tiketnya...,5,0,,Unknown,2019-06-03 13:22:07,gampang beli tiket
mantabz,2,0,2.3.6,2.3.6,2019-06-02 23:12:07,mantabz
yg di maksud member id. apa kita harus punya member dulu ya untuk pesan tiket. sya sudah instal app nya. saya dah coba masuk pake e-mail. sudah coba daptar tp ko masih tidak bisa untuk pesan tiket melalui app ini,1,9,2.3.6,2.3.6,2019-06-02 08:58:13,member id member pesan tiket sya instal aplikasi dah coba pake email coba daptar ko tidak pesan tiket aplikasi
apik,5,0,,Unknown,2019-05-31 15:47:55,apik
"buat sign up susah karena kode verifikasi nya gk di kirim"" bos ku",1,4,2.3.6,2.3.6,2019-05-28 18:27:28,sign up susah kode verifikasi tidak kirim bos ku
josbus,5,0,2.2.8,2.2.8,2019-05-28 12:25:57,josbus
"tolong dong kasih solusinya, mau login kok gk bisa ya??",2,0,2.3.6,2.3.6,2019-05-28 10:24:21,tolong kasih solusi login tidak
top dh gt ja...smg sll mjd lbih baik,5,0,,Unknown,2019-05-27 14:34:45,top dh gt jasmg sll mjd lbih
"error terus,,mau login aja susah,,kasih bintang 2 aja",2,1,2.3.6,2.3.6,2019-05-25 19:03:13,error terusmau login susahkasih bintang
masa tiket rosalia indah dari cikokol ke surabaya untuk tgl 31 mei 2019 harganya 675000 murah harga tiket pesawat ini bener apa gak si,1,1,,Unknown,2019-05-25 01:08:27,tiket rosalia indah cikokol surabaya tgl mei harga murah harga tiket pesawat bener tidak si
"bagus, tp g bisa pilih kursi, trus g ada riwayat pemesanannya,next tolong diperbaiki, trims..",3,1,2.3.6,2.3.6,2019-05-24 21:38:28,bagus pilih kursi trus riwayat pemesanannyanext tolong baik trims
Bisa ngecek harga tiket jugaa,5,0,2.3.6,2.3.6,2019-05-23 23:42:20,ngecek harga tiket jugaa
sayang belum ada yg ke sumatra 😣,1,0,,Unknown,2019-05-23 12:37:19,sayang sumatra
nice,4,0,2.3.5,2.3.5,2019-05-21 11:59:37,nice
aplikasi mantap👍,5,0,,Unknown,2019-05-21 05:37:01,aplikasi mantap
cukup membantu,4,0,2.3.6,2.3.6,2019-05-19 07:47:37,bantu
"masa gak ada mobil dri jakarta k palembang ditanggal 5, 6 atau 7 !? stiap pencarian tanggal kosong smua",1,0,2.3.6,2.3.6,2019-05-19 02:04:08,tidak mobil dri jakarta palembang tanggal stiap cari tanggal kosong smua
Kok g bisa daftar acount,1,0,2.3.6,2.3.6,2019-05-18 23:18:13,daftar acount
tooopppp,5,0,,Unknown,2019-05-18 17:45:40,tooopppp
alhamdulillah kalau naik rosalia ltidak kuatir sholat subuh sopir sama kondektur pd sholat,3,0,2.2.6,2.2.6,2019-05-18 12:26:50,alhamdulillah rosalia ltidak kuatir sholat subuh sopir kondektur pd sholat
oke,2,0,2.2.6,2.2.6,2019-05-18 09:39:23,oke
Pembayaran Via BCA tolong diadain ya,4,1,2.3.6,2.3.6,2019-05-17 15:59:12,bayar via bca tolong diadain
mau login aja susah...aplikasi ribet,1,0,,Unknown,2019-05-17 04:15:24,login susahaplikasi ribet
Mantul,5,0,,Unknown,2019-05-17 01:00:03,mantul
"Saat pencarian agen/kota ribet banget, mesti masukin satu2. coba dibikin kayak tr*v*l*ka agar customer lbh mudah dlm mencari agen/kota asal maupun tujuan",2,1,,Unknown,2019-05-15 11:40:55,cari agenkota ribet banget mesti masukin coba bikin kayak trvlka customer lbh mudah cari agenkota tuju
ok,4,0,,Unknown,2019-05-15 08:38:33,ok
"saya kasih 2 dlu. sebab saya ng bisa registrasi, apa lagi login. baru masukin data, trus dapat kode verifikasi tapi ng ada kelanjutan nya. Gimana ini saya udah kirim saran di pesan belum di jawab juga.",2,15,2.3.6,2.3.6,2019-05-14 22:59:45,kasih dlu ng registrasi login masukin data trus kode verifikasi ng lanjut gimana udah kirim saran pesan
kenapa ngga dapet id member ya cuma dapet kode verifikasi jadi ngga bisa log in,1,7,2.3.6,2.3.6,2019-05-14 15:29:18,ngga dapet id member dapet kode verifikasi ngga log in
mantab pelayananya,5,0,2.2.6,2.2.6,2019-05-14 09:54:41,mantab pelayananya
harga tiket cilegon ke mojokerto,5,0,2.3.6,2.3.6,2019-05-14 07:06:06,harga tiket cilegon mojokerto
"pertama kali booking online via app ini. mudah n g ada kendala, bisa bayar via alfamart pula. semoga selalu mudah",4,1,2.3.6,2.3.6,2019-05-14 01:04:40,booking online via aplikasi mudah kendala bayar via alfamart moga mudah
apa ini sy booking tp gak ada riwayat pemesanan. gimana mau check status pemesanan kalau kya gini.. lupa ss kode booking juga.. jdi tidak bisa melakukan pembayaran. email blm didaftarkan juga sudah terdaftar sendiri. giliran daftar pakai email baru. hanya dpt kode sms tp gak dpt id member.,1,77,2.3.6,2.3.6,2019-05-13 07:58:44,sy booking tidak riwayat mesan gimana check status mesan kya gin lupa ss kode booking jdi tidak bayar email blm daftar daftar gilir daftar pakai email dpt kode sms tidak dpt id member
tidak bisa pesen tiket aplikasi macam apa ini.,1,0,,Unknown,2019-05-13 04:48:19,tidak sen tiket aplikasi
bisa Milih Bangku Sendiri Dong Kyk PO sebelah Baru bikin Aplikasi Online tapi langsung bisa Milih sendiri..mksh Sukses Selalu Rosin,4,1,,Unknown,2019-05-12 23:30:05,milih bangku po belah bikin aplikasi online milih sendirimksh sukses rosin
puas,5,0,2.2.6,2.2.6,2019-05-12 16:19:46,puas
tidak bisa mendaftar verifikasi sudah tapi tidak ada kelanjutannya gimana mau tau manfaatnya.,1,0,,Unknown,2019-05-11 12:24:24,tidak daftar verifikasi tidak lanjut gimana tau manfaat
sangat membantu,4,0,2.3.6,2.3.6,2019-05-11 05:43:24,bantu
bagux,5,0,2.3.6,2.3.6,2019-05-10 06:24:54,bagux
lebih membantu unt pembelian tiket,4,0,2.3.6,2.3.6,2019-05-09 09:07:59,bantu unt beli tiket
Nyaman,5,1,,Unknown,2019-05-07 22:29:24,nyaman
sip,3,0,2.2.6,2.2.6,2019-05-07 19:44:22,sip
joss,5,0,2.2.6,2.2.6,2019-05-07 09:51:26,joss
tidak bisa memilih kota/agen asal dan tujuan,2,3,2.3.6,2.3.6,2019-05-06 14:53:22,tidak pilih kotaagen tuju
ribet,1,0,2.3.6,2.3.6,2019-05-05 14:59:01,ribet
Belum bisa pilih tempat duduk,3,2,2.3.6,2.3.6,2019-05-05 10:24:09,pilih duduk
good,5,0,,Unknown,2019-05-03 06:44:46,good
membantu sekali,5,0,2.2.6,2.2.6,2019-05-02 08:23:48,bantu
rosalia indah tetap yg terbaik,5,1,,Unknown,2019-05-01 21:45:26,rosalia indah baik
pas pake aplikasi ini jangka waktu pembayaran dr booking cm 10 menit. tp klo lewat web rosin jangka waktu pembayaran nya 1 jam. ko bisa ya?,3,0,2.2.6,2.2.6,2019-04-30 14:03:44,pake aplikasi jangka waktu bayar dr booking cm menit web rosin jangka waktu bayar jam ko
lumayan g sah ribet ngantri ..,4,0,2.2.8,2.2.8,2019-04-29 20:37:31,lumayan sah ribet ngantri
tidak bisa pesen tiket ..masuk akun juga susah. aplikasi buang kuota aja...,1,4,2.3.6,2.3.6,2019-04-29 20:32:21,tidak sen tiket akun susah aplikasi buang kuota aja
mantab,5,0,2.3.5,2.3.5,2019-04-29 19:55:31,mantab
"beli tiket via online memang praktis, tapi pemilihan kursi ga bisa di tentuin, pas minta tolong ke crew buat tukar sama penumpang lain jwbnya judes2 skrang agen bis nya judes2 crew di bis nya jg gak ramah kaya dulu",1,10,2.3.5,2.3.5,2019-04-29 15:19:41,beli tiket via online praktis pilih kursi tidak tentuin tolong crew tukar tumpang jwbnya judes skrang agen bis judes crew bis tidak ramah kaya
bagus,4,0,2.2.8,2.2.8,2019-04-27 19:42:19,bagus
kurang praktis..untuk ganti tanggal harus isi.lg dr awal...g tanggal.nya saja yg di ganti,3,0,2.2.6,2.2.6,2019-04-27 18:20:59,praktisuntuk ganti tanggal isilg dr awalg tanggal ganti
ok,4,0,2.2.6,2.2.6,2019-04-27 10:29:38,ok
"perlu ditambahkan metode pembayaran pake atm dan internet banking bca,bni,bri dsb. juga penumpang bisa memilih tempat duduk sesuai pilihan saat pemesanan online.",4,2,2.3.5,2.3.5,2019-04-26 20:07:18,metode bayar pake atm internet banking bcabnibri dsb tumpang pilih duduk sesuai pilih mesan online
bagus ini aplikasi mempermudah pemesanan tiket tapi lebih bagus lagi kalau bisa transaksi pembayaran melalui mobile banking,4,2,2.3.5,2.3.5,2019-04-26 07:02:01,bagus aplikasi mudah mesan tiket bagus transaksi bayar mobile banking
"Tetap berdiri pt rosalia indah Nyaman menyenangkan, cepat juga",5,0,2.3.5,2.3.5,2019-04-25 22:30:01,diri pt rosalia indah nyaman senang cepat
jd gak usah sampe pool nya klai mau pesen tiket,5,0,,Unknown,2019-04-25 09:58:03,tidak sampe pool klai sen tiket
cari tiket jdi mudah,5,0,2.2.6,2.2.6,2019-04-24 14:59:49,cari tiket jdi mudah
Memberikan pelayanan yg baik,5,0,2.2.8,2.2.8,2019-04-24 10:44:14,layan
ribet,3,0,2.2.8,2.2.8,2019-04-22 16:30:57,ribet
Kenapa saya susah banget mau pesen tiketnyaaa.. Mau bikin akunnya juga susah,2,0,,Unknown,2019-04-21 10:53:49,susah banget sen tiketnyaaa bikin akun susah
"mantabb, sangat membantu sebagai pelanggan setia rosalia, sangat bertanggung jawab terhadap keamanan dan kenyamanan penumpang sampai tujuan",5,0,2.2.6,2.2.6,2019-04-20 10:06:15,mantabb bantu langgan setia rosalia tanggung aman nyaman tumpang tuju
sopirnya yang tua2 jalannya lambat bikin lama diperjalanan..,3,0,2.2.8,2.2.8,2019-04-19 02:01:48,sopir tua jalan lambat bikin jalan
"sangat membantu..memudahkan rencna perjalanan.lebih bgus lg kalau bisa nampilin agen disekitar kita,yg sesuai dengan tujuan.soalnya tdk semua agen mlayani.rda ribet mesti ngecekin daerah atu2.",5,2,2.3.5,2.3.5,2019-04-18 20:42:24,membantumemudahkan rencna perjalananlebih bgus nampilin agen sekitar kitayg sesuai tujuansoalnya tidak agen mlayanirda ribet mesti ngecekin daerah atu
"Saranku ikutilah metode KAI, Menurut ku aplikasi ini masih terlihat main main/gak jelas. Maaf sebelumnya.",1,3,2.3.5,2.3.5,2019-04-18 14:17:12,saran ikut metode kai ku aplikasi main maingak maaf
bagusss,4,0,2.2.6,2.2.6,2019-04-17 20:40:18,bagusss
"sangat membantu , mohon dimudahkan dalam pemilihan kursi hehehe",5,0,2.2.8,2.2.8,2019-04-16 13:48:34,bantu mudah pilih kursi hehehe
terima kasih memudahkan saya mendapat tiket bus,5,0,2.2.8,2.2.8,2019-04-16 11:06:49,terima kasih mudah tiket bus
"dari aplikasi ini Alhamdulillah di permudahkan cara mencari informasi tentang bus tersebut... semoga kedepan nya lebih dan lebih baik lagi,sukses trus ROSALIA INDAH,selain nyaman,sopir berpengalaman,cara pelayanan yg sangat profesional..👍👍👍",5,16,2.3.5,2.3.5,2019-04-15 16:46:18,aplikasi alhamdulillah mudah cari informasi bus moga depan lagisukses trus rosalia indahselain nyamansopir berpengalamancara layan profesional
tidak bisa cek kode booking.. padahal kode dan no.hp sudh bener. mohon d perbaiki lg.,1,3,2.3.5,2.3.5,2019-04-15 10:55:26,tidak cek kode booking kode nohp sudh bener baik lg
Mohon perbaiki bug identitas 😕,5,0,2.1.2,2.1.2,2019-04-14 18:13:55,baik bug identitas
saya ingin memesan tiket untuk mudik knp gx bisa ajah??? pdhl sinyal sudah bagus... tolong bantu jelaskan,2,6,2.3.5,2.3.5,2019-04-13 00:44:59,mes tiket mudik knp gx ajah pdhl sinyal bagus tolong bantu
"aplikasi berfungsi dgn baik, hanya saja tidak bisa pilih kursi via aplikasi",3,0,2.2.8,2.2.8,2019-04-12 12:54:28,aplikasi fungsi tidak pilih kursi via aplikasi
pesan tiket lebih mudah aman dan cepat,5,0,,Unknown,2019-04-11 17:52:18,pesan tiket mudah aman cepat
tolong di pihak rosalia untuk kawasan subang.masak ke kamar mandi bayar??. itu milik rosalia apa bukan kamar mandi nya???,1,8,2.2.8,2.2.8,2019-04-11 01:23:55,tolong rosalia kawasan subangmasak kamar mandi bayar milik rosalia bukan kamar mandi
👍,5,0,,Unknown,2019-04-10 22:11:07,
memuaskan,5,0,,Unknown,2019-04-10 21:36:47,muas
lumayan baik pelayananya,4,0,2.3.5,2.3.5,2019-04-10 19:27:01,lumayan pelayananya
joss,5,0,2.2.8,2.2.8,2019-04-10 19:04:14,joss
"Tdk bisa pilih seat dan cara bayar kurang friendly harunsya bisa menggunakan mobile banking BNI, BRI, Muamalat dst",3,3,2.2.8,2.2.8,2019-04-10 16:48:26,tidak pilih seat bayar friendly harunsya mobile banking bni bri muamalat dst
"penetapan kursi harus dirubah, harus spt bosbis atau redbus, pby dgn cc tdk boleh ada biaya...",3,3,2.3.5,2.3.5,2019-04-09 19:04:41,tetap kursi rubah spt bosbis redbus pby cc tidak biaya
bagus,4,0,2.2.6,2.2.6,2019-04-09 12:30:26,bagus
oke cukup membantu saat mau cari tiket,4,0,2.2.8,2.2.8,2019-04-09 10:12:09,oke bantu cari tiket
mantul,3,0,,Unknown,2019-04-09 08:48:09,mantul
mantab,5,0,2.2.8,2.2.8,2019-04-09 08:39:18,mantab
mantab,5,0,,Unknown,2019-04-08 20:48:05,mantab
aplikasinya bagus,5,0,,Unknown,2019-04-08 19:56:03,aplikasi bagus
👍🏻,5,0,2.3.4,2.3.4,2019-04-08 18:55:51,
ok,5,0,2.2.6,2.2.6,2019-04-08 18:25:28,ok
baguss sangat membantu,5,0,2.2.6,2.2.6,2019-04-08 17:10:24,baguss bantu
😀,4,0,2.2.8,2.2.8,2019-04-08 15:41:25,
ini kenapa setelah di upgrade kok malah eror,3,0,2.3.4,2.3.4,2019-04-08 13:36:49,upgrade eror
pelayanan bgs..on time..smg smkn baik,5,2,2.3.5,2.3.5,2019-04-08 13:16:39,layan bgson timesmg smkn
santun dan cepat,5,0,2.2.8,2.2.8,2019-04-08 12:57:22,santun cepat
kok error trus y... gk bsa digunakan,2,0,2.3.4,2.3.4,2019-04-08 11:34:14,error trus tidak bsa
baru download dah error,1,0,,Unknown,2019-04-08 10:45:49,download dah error
abis update kox malah eror..gmn ini,2,0,2.3.4,2.3.4,2019-04-08 10:02:08,abis update kox erorgmn
"setelah di update malah tidak bisa di gunakan,error...",5,1,2.3.4,2.3.4,2019-04-08 06:34:59,update tidak gunakanerror
Kenapa setelah pembaharuan aplikasi malah error yaa ??? padahal sebelum pembaharuan baik-baik saja,1,0,2.3.4,2.3.4,2019-04-08 06:00:04,baharu aplikasi error yaa baharu baikbaik
selalu puas klo naek yg executif plus,5,0,2.3.4,2.3.4,2019-04-08 02:22:18,puas naek executif plus
Error mulu pas cari tiket,1,0,2.3.4,2.3.4,2019-04-07 22:42:07,error mulu cari tiket
gg bisa buat booking,1,0,,Unknown,2019-04-07 22:10:55,gg booking
sip,5,0,,Unknown,2019-04-07 11:43:43,sip
mantap..g perlu jauh' beli tiket PO,5,2,2.3.4,2.3.4,2019-04-07 11:23:39,mantapg beli tiket po
bagaimana cara daftar nya kenapa sulit sekali,1,3,2.3.4,2.3.4,2019-04-06 23:08:48,daftar sulit
kok. malah tidak bisa digunakan setelah diupgrade,1,0,,Unknown,2019-04-06 20:24:25,tidak diupgrade
Baru download udah eror,2,1,2.3.4,2.3.4,2019-04-06 19:22:18,download udah eror
"lhaa.. kok oon sih, di perbarui malah ngebug terus.. sory auto hapus aplikasinya... kabari aja lewat medsos kalo udah bener ya... beli manual aja ke agen. rosalia.. rosalia.. hadeeuh.",1,1,,Unknown,2019-04-06 18:32:47,lhaa oon sih baru ngebug sory auto hapus aplikasi kabar medsos udah bener beli manual agen rosalia rosalia hadeeuh
nyaman,5,0,2.2.6,2.2.6,2019-04-06 17:34:58,nyaman
"aplikasi ini, kok sekarang jelek!!! di Tambah Jurusan ke Terminal Jakarta tidak terdaftar di aplikasi ... TOLONG DI PERBAIKI",1,2,2.2.6,2.2.6,2019-04-06 17:10:09,aplikasi jelek jurus terminal jakarta tidak daftar aplikasi tolong baik
error initialing cordova...,1,1,2.3.4,2.3.4,2019-04-06 14:37:56,error initialing cordova
sangat membantu,5,0,2.2.6,2.2.6,2019-04-06 13:05:45,bantu
kurang bagus,1,0,,Unknown,2019-04-06 12:58:01,bagus
pemesanan lewat on line masih kurang lengkap ya,1,0,2.2.6,2.2.6,2019-04-06 12:26:54,mesan on line lengkap
utamakan kru dan petugas untuk ramah agar bisa saling mengerti kepada penumpang ☺,5,0,,Unknown,2019-04-05 21:53:00,utama kru tugas ramah erti tumpang
ok sangat membantu,5,0,2.2.6,2.2.6,2019-04-05 18:16:24,ok bantu
Memudahkan custemer untuk pesen tiket. Mungkin di tingkatkan apk dalam pemilihan bangku kursi.,5,4,2.2.8,2.2.8,2019-04-05 07:41:20,mudah custemer sen tiket tingkat aplikasi pilih bangku kursi
"INI KENAPA ENGGA BISA BIKIN AKUN BARU? PADAHAL SAYA PENGGUNA BARU LOH, TERUS KALO BISA KITA PILIH SENDIRI UNTUK KURSI NYA, JANGAN DI TENTUIN OLEH PIHAK ROSLIN. TQ",1,13,2.2.8,2.2.8,2019-04-04 21:38:50,engga bikin akun guna loh pilih kursi jangan tentuin roslin tq
nyaman,5,0,2.2.6,2.2.6,2019-04-04 18:02:11,nyaman
"buruk tidak bisa di download padahal kecepatan internet sudah cepat , dn resrrvasi pun munculnya malah nama orang lain bukan nama kita.",1,0,,Unknown,2019-04-04 13:15:57,buruk tidak download cepat internet cepat dn resrrvasi muncul nama bukan nama
"Di bawah ada yg gagal walau sudah bayar via Sakuku, ada beberapa user. Jadi buat user lain, mending jangan bayar via Sakuku. Saya sendiri baru sekali order, dan sukses. Bayar lewat Alfamart. Cmn sayang di apps lama ga ada fitur reset password lewat email ataupun no HP. Cuman ngandelin user ID yg dikirim lewat SMS waktu pertama kali daftar. Amsyong.",4,2,2.2.6,2.2.6,2019-04-04 07:54:54,gagal bayar via saku user user mending jangan bayar via saku order sukses bayar alfamart cmn sayang apps tidak fitur reset password email no hp cuman ngandelin user id kirim sms waktu daftar amsyong
oke,5,0,2.2.6,2.2.6,2019-04-04 07:10:44,oke
good seller,5,0,2.2.6,2.2.6,2019-04-03 22:02:36,good seller
"Sangat membantu dan memudahkan, tolong dikasih fitur pembayaran melalui transfer",5,0,2.2.6,2.2.6,2019-04-03 17:35:53,bantu mudah tolong kasih fitur bayar transfer
Sangat membantu,5,0,2.2.6,2.2.6,2019-04-03 13:09:07,bantu
knapa yg dari Bandung nggak ada ? sangat disayangkan ditambah kode verifikasi nggak dikasih. sangat menyesal,1,1,2.2.8,2.2.8,2019-04-03 11:22:16,knapa bandung nggak sayang tambah kode verifikasi nggak kasih sesal
ga bisa sign up,1,0,2.2.8,2.2.8,2019-04-03 08:03:27,tidak sign up
semoga lebih cepat lagi pelayanannya,4,0,2.2.8,2.2.8,2019-04-03 06:11:35,moga cepat layan
ok,5,0,2.2.6,2.2.6,2019-04-02 18:59:47,ok
bagus,5,0,2.2.6,2.2.6,2019-04-02 16:48:51,bagus
ok banget,5,0,2.2.6,2.2.6,2019-04-02 11:34:00,ok banget
Lumayan bagus,5,0,2.2.6,2.2.6,2019-04-01 22:30:48,lumayan bagus
boros memori.,1,0,2.2.8,2.2.8,2019-04-01 20:50:30,boros memori
"System Booking tiket mandiri sangat, sangat membantu. Biarkan Bintang yang berbincara",5,0,2.2.6,2.2.6,2019-04-01 20:08:06,system booking tiket mandiri bantu biar bintang berbincara
joss,5,0,2.2.7,2.2.7,2019-04-01 07:27:16,joss
"Tgl 28/3/2019 reservasi tiket unt tgl 31/3, dapet kode booking, instruksi pembayaran, pilih pembayaran sakuku. Lalu redirect ke app sakuku. Pembayaran kelar, saldo kepotong tp redirect kembali ke app rosin ini gagal, ntah karena koneksi, atau apa. Sy close sj krn merasa dpt kode booking seperti yg lalu2. Untungnya sempat screenshot halaman instruksi bayar yg ada kode booking. Pas tgl 31/3 mau checkin, kaget krn nama nggk ada. Cek kode booking diatas,bukan ats nama saya.",3,14,2.2.8,2.2.8,2019-04-01 05:51:18,tgl reservasi tiket unt tgl dapet kode booking instruksi bayar pilih bayar saku redirect aplikasi saku bayar kelar saldo potong redirect aplikasi rosin gagal ntah koneksi sy close sj dpt kode booking untung screenshot halaman instruksi bayar kode booking tgl checkin kaget nama nggk cek kode booking diatasbukan ats nama
Luar biasa,5,0,2.2.7,2.2.7,2019-04-01 04:47:35,
pengoperasiannya sngat mudah,5,0,2.2.7,2.2.7,2019-03-31 19:41:27,operasi sngat mudah
top,5,0,2.2.6,2.2.6,2019-03-31 19:35:28,top
armada andalah terpercaya,4,0,2.2.6,2.2.6,2019-03-31 17:47:52,armada percaya
Aplikasi ini sangat membantu saya untuk boking kursi mau ke lampung dari kantor pusat dengan bus rosalia indah super top shd karoseri laksana SR2 HD Prime...,5,0,,Unknown,2019-03-31 17:35:59,aplikasi bantu boking kursi lampung kantor pusat bus rosalia indah super top shd karoseri laksana sr hd prime
kasi bintang 5 lumayan,5,4,2.2.8,2.2.8,2019-03-31 17:28:27,kasi bintang lumayan
god apps,5,0,2.2.6,2.2.6,2019-03-31 17:03:45,god apps
bagus sekali,5,0,2.2.6,2.2.6,2019-03-31 14:08:41,bagus
